Dataset,Accuracy,Precision,Recall,F1 Score
brave-run-01,0.8656636932499001,0.10830656264341441,0.7588424437299035,0.1895582329317269
firefox-run-01,0.8286259845652001,0.6906002501042101,0.8319106201355762,0.7546976426375128
