Time Stamp,Model Name,Dataset,Number of Runs,Computation,Std Computation,Epoch,Number of Features,Hidden Channels,Learning Rate,Weight Decay,Dropout Rate,Criterion,Loss,Accuracy,Precision,Recall,F1,Std Loss,Std Accuracy,Std Precision,Std Recall,Std F1
2024-05-24 16:14:29,GCN LR 0.005,chrome-run-01-without-centrality-metrics,1,3m 48s,0.0,1000,37,64,0.005,0.0005,0.0,CrossEntropyLoss,0.3896934688091278,0.8134122287968442,0.6687388987566607,0.8827667057444314,0.7609903991915109,0.0,0.0,0.0,0.0,0.0
2024-05-24 16:18:18,GCN LR 0.01,chrome-run-01-without-centrality-metrics,1,1m 11s,0.0,1000,37,64,0.01,0.0005,0.0,CrossEntropyLoss,0.4315629303455353,0.8,0.6517543859649123,0.8710433763188745,0.7456096337180129,0.0,0.0,0.0,0.0,0.0
2024-05-24 16:19:29,GCN LR 0.05,chrome-run-01-without-centrality-metrics,1,1m 23s,0.0,1000,37,64,0.05,0.0005,0.0,CrossEntropyLoss,0.49108603596687317,0.7873767258382643,0.6659619450317125,0.738569753810082,0.7003891050583657,0.0,0.0,0.0,0.0,0.0
2024-05-24 16:20:55,GCN DR 0.0,chrome-run-01-without-centrality-metrics,1,1m 20s,0.0,1000,37,64,0.01,0.0005,0.0,CrossEntropyLoss,0.43186336755752563,0.798422090729783,0.6524064171122995,0.8581477139507621,0.7412658227848101,0.0,0.0,0.0,0.0,0.0
2024-05-24 16:22:15,GCN DR 0.1,chrome-run-01-without-centrality-metrics,1,3m 34s,0.0,1000,37,64,0.01,0.0005,0.1,CrossEntropyLoss,0.44220098853111267,0.8122287968441815,0.6835443037974683,0.8229777256740914,0.7468085106382978,0.0,0.0,0.0,0.0,0.0
2024-05-24 16:25:49,GCN DR 0.3,chrome-run-01-without-centrality-metrics,1,3m 60s,0.0,1000,37,64,0.01,0.0005,0.3,CrossEntropyLoss,0.46517232060432434,0.8142011834319527,0.70020964360587,0.7831184056271981,0.7393469839513005,0.0,0.0,0.0,0.0,0.0
2024-05-24 16:29:48,GCN DR 0.5,chrome-run-01-without-centrality-metrics,1,3m 7s,0.0,1000,37,64,0.01,0.0005,0.5,CrossEntropyLoss,0.5000765323638916,0.801577909270217,0.6725838264299803,0.7995310668229777,0.7305838243170862,0.0,0.0,0.0,0.0,0.0
2024-05-24 16:32:56,GCN DR 0.7,chrome-run-01-without-centrality-metrics,1,4m 15s,0.0,1000,37,64,0.01,0.0005,0.7,CrossEntropyLoss,0.5200390219688416,0.7928994082840237,0.698547215496368,0.6764361078546307,0.6873138773079214,0.0,0.0,0.0,0.0,0.0
2024-05-24 16:37:12,GCN WD 5e-5,chrome-run-01-without-centrality-metrics,1,2m 49s,0.0,1000,37,64,0.01,5e-05,0.0,CrossEntropyLoss,0.49375706911087036,0.7980276134122288,0.6847237269772481,0.7409144196951934,0.7117117117117118,0.0,0.0,0.0,0.0,0.0
2024-05-24 16:40:01,GCN WD 1e-5,chrome-run-01-without-centrality-metrics,1,4m 26s,0.0,1000,37,64,0.01,1e-05,0.1,CrossEntropyLoss,0.39558643102645874,0.8189349112426035,0.6758928571428572,0.8874560375146542,0.7673593512417638,0.0,0.0,0.0,0.0,0.0
