Dataset,Accuracy,Precision,Recall,F1 Score
brave-run-01,0.866595659699108,0.08927704997573993,0.5916398713826366,0.1551433389544688
firefox-run-01,0.8077412681995385,0.6584403762516435,0.8172231985940246,0.7292891950932616
