Dataset,Accuracy,Precision,Recall,F1 Score
chrome-run-01,0.8271371063225196,0.6897578785549577,0.8618247298919568,0.766250400256164
chrome-run-02,0.8290749244475842,0.6930503775929644,0.8637121753633548,0.7690267833465925
